1.000008366870539511e+00 -8.795485258274952090e-01 1.981239280066861841e-01 -3.946861723785084486e-01 -5.993818461499924588e-01 2.958969655924243991e-01 -5.314221016100169059e-01 -2.310388386755640178e-01 2.295521476260682925e-01 -5.603033129048520800e-02 9.266150129019785908e-02 2.075794464875942991e-01 -1.516508718106770182e-01 1.104349412900436506e-01 3.135618963638473033e+00 -2.832551034735139694e+00 1.032817935812058385e+00 -1.785281062665517116e+00 -2.023548801019897869e+00 9.655942787142927086e-01 -2.095812845081084674e+00 -1.740355800608686110e+00 1.624906970708367204e+00 -3.679617399652941878e-01 7.043191745788371927e-01 1.307712579292960697e+00 -8.651244590903217624e-01 9.526689152733659460e-01
-8.795485258274952090e-01 7.749029590858623751e-01 -1.767245498106194412e-01 3.499466361514590451e-01 5.301857479131154571e-01 -2.631917212487872582e-01 4.690006541351051661e-01 2.233183330717989634e-01 -2.198918546326890655e-01 5.416704505576086515e-02 -9.022239336057759351e-02 -1.955408626205774048e-01 1.400404896537931765e-01 -1.079977864202355253e-01 -2.806684167516412476e+00 2.536616626310780553e+00 -9.178954222241082483e-01 1.589012110537842526e+00 1.815972178883052290e+00 -8.734326612436706938e-01 1.869530236964481285e+00 1.600934423239418480e+00 -1.492859576120188825e+00 3.466096705445361748e-01 -6.587027321561925719e-01 -1.196228565901716001e+00 7.836599399171371161e-01 -8.831145700349053440e-01
1.981239280066861841e-01 -1.767245498106194412e-01 6.324599528025069695e-02 -1.113003721173927846e-01 -1.223080856902468705e-01 5.502005857965867192e-02 -1.327165080386142337e-01 -6.821092322431117350e-02 6.562265869299378773e-02 -1.558845380808837611e-02 2.899004445674059627e-02 5.646786530893101869e-02 -3.988199614909551660e-02 3.865350706091411070e-02 8.905194057353672532e-01 -7.968349985743961028e-01 3.088590485081604275e-01 -5.356943874013708751e-01 -5.519401542815588479e-01 2.404121700813573737e-01 -6.276781235579401708e-01 -3.981824758572553025e-01 3.754329283201092715e-01 -9.028599388796025582e-02 1.734968269822677600e-01 3.097163935698844517e-01 -2.116431969366272259e-01 2.364154682325072254e-01
-3.946861723785084486e-01 3.499466361514590451e-01 -1.113003721173927846e-01 2.021521197383828738e-01 2.400651284936411722e-01 -1.101989361800503747e-01 2.493079221152185720e-01 1.143965132128952622e-01 -1.111384446369777373e-01 2.796146947083024553e-02 -5.058213710935661328e-02 -9.698830882705812562e-02 6.908716468889539164e-02 -6.547737782043765165e-02 -1.593945767249852041e+00 1.429427490444177051e+00 -5.513995620507353701e-01 9.542334806459247254e-01 9.965885922295230070e-01 -4.413294440378446870e-01 1.116671917602532593e+00 7.493781642391555975e-01 -7.043024525653474033e-01 1.701873201472655639e-01 -3.258574954140848190e-01 -5.759441264771363311e-01 3.877623118536969171e-01 -4.418098797156413959e-01
-5.993818461499924588e-01 5.301857479131154571e-01 -1.223080856902468705e-01 2.400651284936411722e-01 3.663482778060005440e-01 -1.851269596067176837e-01 3.195675469522923917e-01 1.893381055599515361e-01 -1.830915048810970447e-01 4.603282326988990258e-02 -7.752148576595944973e-02 -1.572922935810571188e-01 1.078577618982059921e-01 -9.335261394989415040e-02 -1.979918735674072394e+00 1.792370416430832503e+00 -6.326752188117114040e-01 1.099800487000739624e+00 1.291979878491616107e+00 -6.366471052220287197e-01 1.302228074137879554e+00 1.226414404151678239e+00 -1.139220485509031100e+00 2.784060466484394869e-01 -5.217164606483448708e-01 -9.016287515307525036e-01 5.757762449367807012e-01 -6.865736298977811458e-01
2.958969655924243991e-01 -2.631917212487872582e-01 5.502005857965867192e-02 -1.101989361800503747e-01 -1.851269596067176837e-01 9.867689717434934005e-02 -1.496877986726569965e-01 -1.251343014986645019e-01 1.184062109945279578e-01 -3.105477697280133523e-02 5.223675222066552493e-02 9.713395611831975029e-02 -6.221249871440612256e-02 6.224122383467946273e-02 9.592288464103733148e-01 -8.744480670809711143e-01 2.861385658812714006e-01 -5.015791408678142993e-01 -6.461643901894954523e-01 3.424430430388230029e-01 -6.033154343923219365e-01 -7.385447223249271831e-01 6.802301251234154078e-01 -1.806624842251204899e-01 3.302810163616373695e-01 5.238786568950652978e-01 -3.154987483817561222e-01 4.202503327040162384e-01
-5.314221016100169059e-01 4.690006541351051661e-01 -1.327165080386142337e-01 2.493079221152185720e-01 3.195675469522923917e-01 -1.496877986726569965e-01 3.179691640716068579e-01 1.348829082877757990e-01 -1.321273656859416334e-01 3.556491079215778200e-02 -6.237236707312333872e-02 -1.165468239872315681e-01 8.327785721677465058e-02 -7.805240473018162928e-02 -1.949325893889473971e+00 1.752474057500963855e+00 -6.689605099462966331e-01 1.156376147578561664e+00 1.231184934898768013e+00 -5.569645817548517508e-01 1.353625579356456887e+00 9.787489219358056491e-01 -9.158748383241334112e-01 2.223695468587414681e-01 -4.244975562758562249e-01 -7.403993603001317592e-01 4.898017276763913519e-01 -5.725305161201919013e-01
-2.310388386755640178e-01 2.233183330717989634e-01 -6.821092322431117350e-02 1.143965132128952622e-01 1.893381055599515361e-01 -1.251343014986645019e-01 1.348829082877757990e-01 6.860737421402457459e-01 -6.116986401358632808e-01 1.585725847820589063e-01 -2.979888453939011361e-01 -4.312445621333756973e-01 2.207826065530711368e-01 -3.828886097669296218e-01 -1.653793462604976838e+00 1.527290816965737763e+00 -3.911983138065701082e-01 7.345857323627202895e-01 1.188233747600668799e+00 -7.340856365364448743e-01 9.638808433855562408e-01 2.539113231036516094e+00 -2.298419392834617270e+00 8.009553736019863202e-01 -1.396847443984282400e+00 -1.657502082919923625e+00 8.216465681364163443e-01 -1.660871644755020027e+00
2.295521476260682925e-01 -2.198918546326890655e-01 6.562265869299378773e-02 -1.111384446369777373e-01 -1.830915048810970447e-01 1.184062109945279578e-01 -1.321273656859416334e-01 -6.116986401358632808e-01 5.465201495031385415e-01 -1.418004451711453173e-01 2.655911060380598543e-01 3.874425817910944758e-01 -2.004008094173333754e-01 3.406724532455934207e-01 1.545878545195952025e+00 -1.425789410690227577e+00 3.729071193367780590e-01 -6.961617610137409429e-01 -1.104176959670605696e+00 6.744116632493684094e-01 -9.066404941580720189e-01 -2.293434990995726341e+00 2.077774173450888107e+00 -7.148020337089211473e-01 1.249498440522196274e+00 1.503669503749379466e+00 -7.544967798698167805e-01 1.490901829257818667e+00
-5.603033129048520800e-02 5.416704505576086515e-02 -1.558845380808837611e-02 2.796146947083024553e-02 4.603282326988990258e-02 -3.105477697280133523e-02 3.556491079215778200e-02 1.585725847820589063e-01 -1.418004451711453173e-01 5.223668077458982345e-02 -9.087708478726282124e-02 -9.844370524920847965e-02 4.389155565959287908e-02 -1.074531666225126553e-01 -3.613472247636647094e-01 3.379418219368712228e-01 -8.917512400207233680e-02 1.693814354445163928e-01 2.719176657368360117e-01 -1.772182109927075977e-01 2.258803311597709917e-01 7.290251705791287451e-01 -6.522328575992459854e-01 2.543417177231808712e-01 -4.404738106948911103e-01 -4.513851813078119113e-01 1.953745333362152115e-01 -5.152801541969839194e-01
