7.353220076622767110e+00 7.448264430776580625e+00 7.425364334817990297e+00 7.355150846233639683e+00 5.281831073330296000e+00
1.000000000000000000e+01 8.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+00
1.000000000000000048e-04 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000056e-01 2.000000000000000111e-01
