3.359600564842913318e-06 -6.287020381518695911e-03 -1.007238294784074638e-02
1.352521623073929069e-05 -1.135649870901792730e-02 1.171638739086301078e-03
-3.994834617744846003e-05 5.911488586473934853e-03 -9.108569388005699138e-03
9.367292509700284736e-05 2.041224012337514507e-02 -5.509469526899292771e-03
3.825104015111306264e-05 -2.477361770389504073e-02 -1.074578889177769253e-02
-1.096195913560040229e-04 1.687904163440287486e-02 -1.033068962969805812e-02
1.949295748952448092e-05 -7.884038352114111636e-03 5.425583094920317581e-03
3.741582710998667490e-05 1.038348607822909934e-02 1.237430937721451484e-02
8.251224001809965951e-05 1.011151960544906352e-02 -1.557693829517101808e-02
9.255829165684760268e-05 -5.829081493078213522e-03 2.789764775101841350e-03
-7.907389067141469378e-05 8.716728915855048027e-03 -2.816137361581702320e-03
-1.552477371297103113e-04 -8.696101239010088982e-03 -9.563646432941755662e-03
2.109954431291019363e-05 -2.755251250354872044e-03 1.152487531259332489e-02
2.415724495931100325e-05 2.973251146626992338e-03 2.656573345203916848e-03
9.009395162467146831e-06 -2.004991253014545480e-04 -2.196423071306765479e-03
-1.549102506536080505e-04 -2.103235750304011803e-02 1.212891717940191467e-02
1.355111258140539627e-05 1.333068768504513425e-02 -8.673741827216424269e-03
-4.565393016816612204e-05 -1.982399314118598677e-04 -6.916373817444579006e-03
2.374380624517141415e-05 3.797384376840596057e-03 1.807245866364188365e-03
1.205043878176830275e-05 1.501121084390137986e-02 1.163740356918156228e-02
-1.679149909974564782e-04 6.645267056799779130e-04 -1.489251055466350553e-02
8.172828069920110700e-05 -3.762583233603004462e-03 -2.171838758769201704e-03
1.605758222192613184e-06 -1.914922971794605702e-02 -1.908336791587685217e-03
-3.889737594322321789e-05 1.800748874826699555e-02 -1.070890870463906026e-02
-1.102399039828811649e-05 -1.613325392852026086e-02 5.568623207543118084e-03
-2.404477630612024054e-06 4.942656660487826023e-03 -1.264799412415638577e-02
1.559819613117791178e-04 -1.115753868461209428e-02 8.737833305490135547e-04
-1.158252600905750705e-05 -1.216017034921175119e-03 -2.556022184472004320e-03
-9.885081958367089941e-05 -1.086945072503873143e-02 1.148712002743243303e-02
3.097309776604337879e-05 2.010799948541907092e-02 1.065134596501754807e-02
4.580533524758098379e-05 -3.998148453019699858e-03 -2.121873216584353131e-03
1.172294751235618574e-04 -7.274911052984508499e-03 3.938561213677887487e-04
4.158733075372689740e-05 5.928232964121449636e-03 1.069973239935150325e-02
-1.668047869466803096e-05 5.366499219566794703e-03 1.005492491742329686e-02
-5.325379176489101611e-05 -6.200753235038352316e-03 2.261998331876197837e-02
-2.903699080033316057e-05 1.607544274947100924e-03 6.950926016151229292e-03
-1.722848612513938504e-05 1.336059138337440666e-02 -5.332202203762573950e-03
-1.369135645905186056e-04 6.457224426407709612e-03 -4.952900676960713712e-03
3.112586658114955575e-05 -7.313916486980594905e-03 -8.582613255841671854e-03
2.412748788215070294e-04 -2.410077278781229924e-03 1.035388463607403269e-02
6.020703493758152255e-05 -3.035095576515561226e-03 -3.253878614344950866e-04
2.966334678627437633e-05 7.850839040177429173e-03 -4.809420390984279906e-04
5.608352262653784967e-05 4.752978766403951304e-03 -2.577875665836168190e-04
-3.109236272440726585e-05 1.141190317730537279e-02 -1.326890674355203029e-03
2.022289511461748175e-05 9.539571062953408273e-03 2.730819637848733248e-03
-3.062171644388084890e-05 -9.070344349330286202e-03 -8.639078705351798792e-04
-1.874351703020422813e-04 2.099533685945602617e-03 5.832681069518110169e-03
-1.034947009610441278e-04 -1.843067291613467414e-03 1.466864638088236604e-02
3.602874716548367973e-05 -1.452476349751863609e-03 -9.496966538168955712e-04
-1.268181994441634697e-05 -7.513740636603288186e-04 2.508264088316339985e-03
2.616915721726863927e-05 1.167989844597246661e-03 -7.275764251216566315e-03
-1.046164852238254368e-04 -6.198714652179742636e-03 -2.317550472394189556e-03
-5.115327373308114047e-05 -1.273194577296489147e-02 1.758042251252562183e-03
6.170656770931370395e-05 8.721927649294492282e-03 -1.097950911736902090e-02
-1.046041327686252701e-05 -2.999890049004522510e-03 -1.220387300477216407e-02
4.811693747535015467e-05 3.337343430014652786e-03 -6.953051185294292086e-03
-6.723546575884027101e-05 -3.100562531130356993e-03 9.037248127146825516e-03
-2.267529068804685752e-05 -4.826748534979738089e-03 -3.415293847711752158e-03
-1.653109904963169117e-04 3.492780065148994723e-03 1.525865589537555439e-02
-4.342250512816042858e-05 -3.331707197208998422e-03 3.454150358171971698e-03
-1.346095107653718899e-04 -5.704544527310599676e-04 1.388393127243176504e-02
3.980502199566026675e-06 -9.773419309359954524e-03 4.357194781452727178e-03
8.977099509010297176e-05 -1.179565243866445567e-02 -1.678267056097078856e-04
-1.723309243492240331e-05 8.469070184206900151e-03 2.731639850880956955e-02
1.378418416411353222e-04 -5.065974880010487222e-03 -9.103120880506845522e-03
4.921720831316673790e-05 -5.468025229143893585e-03 -3.113848256658079995e-03
-3.361582059941786249e-07 1.650950696666189654e-02 -1.933283868937798675e-02
1.847747263416924294e-04 -2.197474852252750965e-02 -3.992918201510744646e-04
-7.118715523664900330e-06 -1.156076248172984745e-02 -6.679292712599154032e-03
-1.980281435596668621e-04 1.893569514718290454e-03 -8.088251873442770662e-03
9.118934988946361794e-05 6.939817327051433712e-03 -1.266210018030199808e-02
1.014481472034653274e-04 5.268643257663148567e-03 2.008905741590845395e-02
1.330834980335992214e-06 8.336056532979137929e-03 -6.020819435653731143e-03
-5.439608601766457484e-05 -6.083322817556200204e-03 1.424386800609408772e-04
-3.828930077444032580e-05 -7.816758442046758612e-03 1.368775741157741976e-03
-1.058346508796497278e-04 -5.237082557352615991e-03 3.943245009369966778e-04
-1.372645924234438237e-05 -8.494218591668044847e-04 -1.018921791953837815e-02
3.853261413826764844e-05 -4.619232164074114563e-03 7.937617857103163727e-03
3.336747607719995971e-07 -1.540354450053179041e-03 1.210690448756449392e-02
4.624369328432756767e-05 9.489158966620682076e-03 -6.918973312257228891e-03
-1.479245696349482319e-05 2.265579667964257894e-03 6.167832351687769880e-03
1.890252202281710134e-04 -5.753287075402004243e-03 1.088462142523086325e-02
-1.602204267441868161e-04 5.765346846965726038e-03 6.337866489362396034e-04
2.913863665591093785e-05 -6.544547050921035135e-03 -1.178210142686800764e-02
-1.299278339907616550e-04 6.808193569495506019e-03 6.556841596659221047e-03
-1.149251357536737526e-04 1.581044628362895119e-03 -8.488544187238955888e-03
-1.623078271658152970e-05 -3.200922899067278667e-03 -1.601413323995797520e-03
1.329645296877583999e-04 3.701837308903502093e-03 6.076792799756010598e-06
-1.370170748280157653e-04 3.605453201133302938e-03 -4.405458512481981448e-03
4.755500711328885459e-05 -2.381040112151264470e-03 6.867077062616932549e-03
-1.999531745894749214e-06 5.251081660985205263e-03 5.783509527840967161e-03
-1.367296069103204328e-04 7.312279693092164912e-03 -1.189821077553345624e-02
6.269314664505120911e-05 3.997483630345353631e-03 -2.251511046926628096e-04
2.737381154063085606e-05 4.211360731379433509e-03 -2.032157640076433843e-03
1.503953721055069424e-04 4.560832479769354360e-03 -5.913696146939524320e-04
1.086758859981660678e-04 1.733595416661591615e-02 -1.989192521771321765e-03
2.097678233096259318e-04 3.740769754059416162e-03 6.194354042370958310e-03
1.629892790913341303e-05 -1.407214955553204869e-03 3.095209174906759023e-03
